000000000000000000000000000000000000 -> 0000000
349-SA-0 @010101010101010101010101010101010101 -> 0000100
349-SA-1 @010101010101010101010101010101010101 -> 0000100
349-IN-331-SA-0 @010101010101010101010101010101010101 -> 0000000
349-IN-331-SA-1 @010101010101010101010101010101010101 -> 0000000
349-IN-301-SA-0 @010101010101010101010101010101010101 -> 0000000
349-IN-301-SA-1 @010101010101010101010101010101010101 -> 0000100
350-SA-0 @010101010101010101010101010101010101 -> 0000100
350-SA-1 @010101010101010101010101010101010101 -> 0000100
350-IN-332-SA-0 @010101010101010101010101010101010101 -> 0000000
350-IN-332-SA-1 @010101010101010101010101010101010101 -> 0000000
350-IN-302-SA-0 @010101010101010101010101010101010101 -> 0000000
350-IN-302-SA-1 @010101010101010101010101010101010101 -> 0000100
351-SA-0 @010101010101010101010101010101010101 -> 0000100
351-SA-1 @010101010101010101010101010101010101 -> 0000100
351-IN-333-SA-0 @010101010101010101010101010101010101 -> 0000000
351-IN-333-SA-1 @010101010101010101010101010101010101 -> 0000000
351-IN-303-SA-0 @010101010101010101010101010101010101 -> 0000000
351-IN-303-SA-1 @010101010101010101010101010101010101 -> 0000100
357-IN-349-SA-0 @010101010101010101010101010101010101 -> 0000100
357-IN-349-SA-1 @010101010101010101010101010101010101 -> 0000000
357-IN-350-SA-0 @010101010101010101010101010101010101 -> 0000100
375-SA-1 @010101010101010101010101010101010101 -> 0000100
375-IN-360-SA-0 @010101010101010101010101010101010101 -> 0000000
375-IN-360-SA-1 @010101010101010101010101010101010101 -> 0000000
375-IN-66-SA-0 @010101010101010101010101010101010101 -> 0000000
375-IN-66-SA-1 @010101010101010101010101010101010101 -> 0000000
376-SA-0 @010101010101010101010101010101010101 -> 0000000
376-SA-1 @010101010101010101010101010101010101 -> 0000000
376-IN-360-SA-0 @010101010101010101010101010101010101 -> 0000000
376-IN-360-SA-1 @010101010101010101010101010101010101 -> 0000000
376-IN-79-SA-0 @010101010101010101010101010101010101 -> 0000000
376-IN-79-SA-1 @010101010101010101010101010101010101 -> 0000000
377-SA-0 @010101010101010101010101010101010101 -> 0000000
377-SA-1 @010101010101010101010101010101010101 -> 0000000
377-IN-360-SA-0 @010101010101010101010101010101010101 -> 0000000
377-IN-360-SA-1 @010101010101010101010101010101010101 -> 0000000
377-IN-92-SA-0 @010101010101010101010101010101010101 -> 0000000
377-IN-92-SA-1 @010101010101010101010101010101010101 -> 0000000
378-SA-0 @010101010101010101010101010101010101 -> 0000000
378-SA-1 @010101010101010101010101010101010101 -> 0000000
378-IN-360-SA-0 @010101010101010101010101010101010101 -> 0000000
378-IN-360-SA-1 @010101010101010101010101010101010101 -> 0000000
378-IN-105-SA-0 @010101010101010101010101010101010101 -> 0000000
378-IN-105-SA-1 @010101010101010101010101010101010101 -> 0000000
379-SA-0 @010101010101010101010101010101010101 -> 0000000
379-SA-1 @010101010101010101010101010101010101 -> 0000000
379-IN-360-SA-0 @010101010101010101010101010101010101 -> 0000000
379-IN-360-SA-1 @010101010101010101010101010101010101 -> 0000000
379-IN-115-SA-0 @010101010101010101010101010101010101 -> 0000000
379-IN-115-SA-1 @010101010101010101010101010101010101 -> 0000000
380-SA-0 @010101010101010101010101010101010101 -> 0000000
380-SA-1 @010101010101010101010101010101010101 -> 0000000
380-IN-4-SA-0 @010101010101010101010101010101010101 -> 0000000
380-IN-4-SA-1 @010101010101010101010101010101010101 -> 0000000
380-IN-242-SA-0 @010101010101010101010101010101010101 -> 0000000
380-IN-242-SA-1 @010101010101010101010101010101010101 -> 0000000
380-IN-334-SA-0 @010101010101010101010101010101010101 -> 0000000
380-IN-334-SA-1 @010101010101010101010101010101010101 -> 0000000
380-IN-371-SA-0 @010101010101010101010101010101010101 -> 0000000
380-IN-371-SA-1 @010101010101010101010101010101010101 -> 0000000
381-SA-0 @010101010101010101010101010101010101 -> 1111000
381-SA-1 @010101010101010101010101010101010101 -> 0000000
381-IN-246-SA-0 @010101010101010101010101010101010101 -> 0000000
381-IN-246-SA-1 @010101010101010101010101010101010101 -> 0000000
381-IN-336-SA-0 @010101010101010101010101010101010101 -> 0000000
381-IN-336-SA-1 @010101010101010101010101010101010101 -> 0000000
381-IN-372-SA-0 @010101010101010101010101010101010101 -> 0000000
381-IN-372-SA-1 @010101010101010101010101010101010101 -> 0000000
381-IN-17-SA-0 @010101010101010101010101010101010101 -> 0000000
381-IN-17-SA-1 @010101010101010101010101010101010101 -> 1111000
386-SA-0 @010101010101010101010101010101010101 -> 1111000
386-SA-1 @010101010101010101010101010101010101 -> 1111000
386-IN-250-SA-0 @010101010101010101010101010101010101 -> 0000000
386-IN-250-SA-1 @010101010101010101010101010101010101 -> 0000000
386-IN-338-SA-0 @010101010101010101010101010101010101 -> 0000000
386-IN-338-SA-1 @010101010101010101010101010101010101 -> 0000000
386-IN-373-SA-0 @010101010101010101010101010101010101 -> 0000000
386-IN-373-SA-1 @010101010101010101010101010101010101 -> 0000000
386-IN-30-SA-0 @010101010101010101010101010101010101 -> 0000000
386-IN-30-SA-1 @010101010101010101010101010101010101 -> 0111000
393-SA-0 @010101010101010101010101010101010101 -> 0111000
393-SA-1 @010101010101010101010101010101010101 -> 0111000
393-IN-254-SA-0 @010101010101010101010101010101010101 -> 0000000
393-IN-254-SA-1 @010101010101010101010101010101010101 -> 0000000
393-IN-340-SA-0 @010101010101010101010101010101010101 -> 0000000
393-IN-340-SA-1 @010101010101010101010101010101010101 -> 0000000
393-IN-374-SA-0 @010101010101010101010101010101010101 -> 0000000
393-IN-374-SA-1 @010101010101010101010101010101010101 -> 0000000
393-IN-43-SA-0 @010101010101010101010101010101010101 -> 0000000
393-IN-43-SA-1 @010101010101010101010101010101010101 -> 1011000
399-SA-0 @010101010101010101010101010101010101 -> 1011000
399-SA-1 @010101010101010101010101010101010101 -> 1011000
399-IN-255-SA-0 @010101010101010101010101010101010101 -> 0000000
399-IN-255-SA-1 @010101010101010101010101010101010101 -> 0000000
399-IN-342-SA-0 @010101010101010101010101010101010101 -> 0000000
399-IN-342-SA-1 @010101010101010101010101010101010101 -> 0000000
399-IN-375-SA-0 @010101010101010101010101010101010101 -> 0000000
399-IN-375-SA-1 @010101010101010101010101010101010101 -> 0000000
399-IN-56-SA-0 @010101010101010101010101010101010101 -> 0000000
399-IN-56-SA-1 @010101010101010101010101010101010101 -> 0011000
404-SA-0 @010101010101010101010101010101010101 -> 0011000
404-SA-1 @010101010101010101010101010101010101 -> 0011000
404-IN-256-SA-0 @010101010101010101010101010101010101 -> 0000000
404-IN-256-SA-1 @010101010101010101010101010101010101 -> 0000000
404-IN-344-SA-0 @010101010101010101010101010101010101 -> 0000000
404-IN-344-SA-1 @010101010101010101010101010101010101 -> 0000000
404-IN-376-SA-0 @010101010101010101010101010101010101 -> 0000000
404-IN-376-SA-1 @010101010101010101010101010101010101 -> 0000000
404-IN-69-SA-0 @010101010101010101010101010101010101 -> 0000000
404-IN-69-SA-1 @010101010101010101010101010101010101 -> 1101000
407-SA-0 @010101010101010101010101010101010101 -> 1101000
407-SA-1 @010101010101010101010101010101010101 -> 1101000
407-IN-257-SA-0 @010101010101010101010101010101010101 -> 0000000
407-IN-257-SA-1 @010101010101010101010101010101010101 -> 0000000
407-IN-345-SA-0 @010101010101010101010101010101010101 -> 0000000
407-IN-345-SA-1 @010101010101010101010101010101010101 -> 0000000
407-IN-377-SA-0 @010101010101010101010101010101010101 -> 0000000
407-IN-377-SA-1 @010101010101010101010101010101010101 -> 0000000
407-IN-82-SA-0 @010101010101010101010101010101010101 -> 0000000
407-IN-82-SA-1 @010101010101010101010101010101010101 -> 0101000
411-SA-0 @010101010101010101010101010101010101 -> 0101000
411-SA-1 @010101010101010101010101010101010101 -> 0101000
411-IN-258-SA-0 @010101010101010101010101010101010101 -> 0000000
411-IN-258-SA-1 @010101010101010101010101010101010101 -> 0000000
411-IN-346-SA-0 @010101010101010101010101010101010101 -> 0000000
411-IN-346-SA-1 @010101010101010101010101010101010101 -> 0000000
411-IN-378-SA-0 @010101010101010101010101010101010101 -> 0000000
411-IN-378-SA-1 @010101010101010101010101010101010101 -> 0000000
411-IN-95-SA-0 @010101010101010101010101010101010101 -> 0000000
411-IN-95-SA-1 @010101010101010101010101010101010101 -> 1001000
414-SA-0 @010101010101010101010101010101010101 -> 1001000
414-SA-1 @010101010101010101010101010101010101 -> 1001000
414-IN-259-SA-0 @010101010101010101010101010101010101 -> 0000000
414-IN-259-SA-1 @010101010101010101010101010101010101 -> 0000000
414-IN-347-SA-0 @010101010101010101010101010101010101 -> 0000000
414-IN-347-SA-1 @010101010101010101010101010101010101 -> 0000000
414-IN-379-SA-0 @010101010101010101010101010101010101 -> 0000000
414-IN-379-SA-1 @010101010101010101010101010101010101 -> 0000000
414-IN-108-SA-0 @010101010101010101010101010101010101 -> 0000000
414-IN-108-SA-1 @010101010101010101010101010101010101 -> 0001000
415-SA-0 @010101010101010101010101010101010101 -> 0001000
415-SA-1 @010101010101010101010101010101010101 -> 0000000
415-IN-380-SA-0 @010101010101010101010101010101010101 -> 0000000
415-IN-380-SA-1 @010101010101010101010101010101010101 -> 0000000
416-SA-0 @010101010101010101010101010101010101 -> 0001000
416-SA-1 @010101010101010101010101010101010101 -> 0000000
416-IN-381-SA-0 @010101010101010101010101010101010101 -> 1111000
416-IN-381-SA-1 @010101010101010101010101010101010101 -> 0000000
416-IN-386-SA-0 @010101010101010101010101010101010101 -> 0111000
416-IN-386-SA-1 @010101010101010101010101010101010101 -> 0000000
416-IN-393-SA-0 @010101010101010101010101010101010101 -> 1011000
416-IN-393-SA-1 @010101010101010101010101010101010101 -> 0000000
416-IN-399-SA-0 @010101010101010101010101010101010101 -> 0011000
416-IN-399-SA-1 @010101010101010101010101010101010101 -> 0000000
416-IN-404-SA-0 @010101010101010101010101010101010101 -> 1101000
416-IN-404-SA-1 @010101010101010101010101010101010101 -> 0000000
416-IN-407-SA-0 @010101010101010101010101010101010101 -> 0101000
416-IN-407-SA-1 @010101010101010101010101010101010101 -> 0000000
416-IN-411-SA-0 @010101010101010101010101010101010101 -> 1001000
416-IN-411-SA-1 @010101010101010101010101010101010101 -> 0000000
416-IN-414-SA-0 @010101010101010101010101010101010101 -> 0001000
416-IN-414-SA-1 @010101010101010101010101010101010101 -> 0000000
417-SA-0 @010101010101010101010101010101010101 -> 0000000
417-SA-1 @010101010101010101010101010101010101 -> 1010000
417-IN-393-SA-0 @010101010101010101010101010101010101 -> 1010000
417-IN-393-SA-1 @010101010101010101010101010101010101 -> 0000000
418-SA-0 @010101010101010101010101010101010101 -> 0000000
418-SA-1 @010101010101010101010101010101010101 -> 1100000
418-IN-404-SA-0 @010101010101010101010101010101010101 -> 1100000
418-IN-404-SA-1 @010101010101010101010101010101010101 -> 0000000
419-SA-0 @010101010101010101010101010101010101 -> 0000000
419-SA-1 @010101010101010101010101010101010101 -> 0100000
419-IN-407-SA-0 @010101010101010101010101010101010101 -> 0100000
419-IN-407-SA-1 @010101010101010101010101010101010101 -> 0000000
420-SA-0 @010101010101010101010101010101010101 -> 0000000
420-SA-1 @010101010101010101010101010101010101 -> 1000000
420-IN-411-SA-0 @010101010101010101010101010101010101 -> 1000000
420-IN-411-SA-1 @010101010101010101010101010101010101 -> 0000000
421-SA-0 @010101010101010101010101010101010101 -> 0000000
421-SA-1 @010101010101010101010101010101010101 -> 0001000
421-IN-415-SA-0 @010101010101010101010101010101010101 -> 0000000
421-IN-415-SA-1 @010101010101010101010101010101010101 -> 0000000
421-IN-416-SA-0 @010101010101010101010101010101010101 -> 0001000
421-IN-416-SA-1 @010101010101010101010101010101010101 -> 0000000
422-SA-0 @010101010101010101010101010101010101 -> 1010000
422-SA-1 @010101010101010101010101010101010101 -> 0000000
422-IN-386-SA-0 @010101010101010101010101010101010101 -> 0110000
422-IN-386-SA-1 @010101010101010101010101010101010101 -> 0000000
422-IN-417-SA-0 @010101010101010101010101010101010101 -> 0000000
422-IN-417-SA-1 @010101010101010101010101010101010101 -> 1010000
425-SA-0 @010101010101010101010101010101010101 -> 1110000
425-SA-1 @010101010101010101010101010101010101 -> 1010000
425-IN-386-SA-0 @010101010101010101010101010101010101 -> 0110000
425-IN-386-SA-1 @010101010101010101010101010101010101 -> 0000000
425-IN-393-SA-0 @010101010101010101010101010101010101 -> 0000000
425-IN-393-SA-1 @010101010101010101010101010101010101 -> 0000000
425-IN-418-SA-0 @010101010101010101010101010101010101 -> 0000000
425-IN-418-SA-1 @010101010101010101010101010101010101 -> 1100000
425-IN-399-SA-0 @010101010101010101010101010101010101 -> 0010000
425-IN-399-SA-1 @010101010101010101010101010101010101 -> 0000000
428-SA-0 @010101010101010101010101010101010101 -> 0100000
428-SA-1 @010101010101010101010101010101010101 -> 0000000
428-IN-399-SA-0 @010101010101010101010101010101010101 -> 0010000
428-IN-399-SA-1 @010101010101010101010101010101010101 -> 0000000
428-IN-393-SA-0 @010101010101010101010101010101010101 -> 0000000
428-IN-393-SA-1 @010101010101010101010101010101010101 -> 0000000
428-IN-419-SA-0 @010101010101010101010101010101010101 -> 0000000
432-IN-425-SA-0 @010101010101010101010101010101010101 -> 1000000
432-IN-425-SA-1 @010101010101010101010101010101010101 -> 0000000
432-IN-429-SA-0 @010101010101010101010101010101010101 -> 1000000
432-IN-429-SA-1 @010101010101010101010101010101010101 -> 0000000
[['43-SA-1', '56-SA-1', '131-IN-43-SA-1', '134-SA-0', '134-SA-1', '135-IN-56-SA-1', '138-SA-0', '138-SA-1', '139-IN-69-SA-1', '142-SA-0', '142-SA-1', '143-IN-82-SA-1', '146-SA-0', '146-SA-1', '147-IN-95-SA-1', '150-SA-0', '150-SA-1', '151-SA-0', '151-IN-108-SA-1', '154-SA-0', '154-SA-1', '157-SA-1', '158-SA-1', '159-SA-0', '159-IN-17-SA-1', '162-SA-0', '162-SA-1', '162-IN-30-SA-1', '165-SA-0', '165-SA-1', '165-IN-43-SA-1', '177-IN-95-SA-1', '180-SA-0', '180-SA-1', '180-IN-108-SA-1', '183-SA-0', '183-SA-1', '184-SA-1', '185-SA-1', '186-SA-1', '187-SA-1', '188-SA-1', '189-SA-1', '190-SA-1', '191-SA-1', '192-SA-1', '193-SA-1', '194-SA-1', '198-SA-1', '198-IN-151-SA-0', '199-SA-0', '199-IN-154-SA-0', '199-IN-159-SA-0', '199-IN-162-SA-0', '199-IN-165-SA-0', '199-IN-168-SA-0', '199-IN-171-SA-0', '199-IN-174-SA-0', '199-IN-177-SA-0', '199-IN-180-SA-0', '203-IN-199-SA-0', '213-IN-199-SA-0', '223-SA-1', '223-IN-199-SA-0', '260-SA-0', '260-IN-157-SA-1', '263-SA-0', '263-SA-1', '285-IN-197-SA-1', '288-SA-0', '288-SA-1', '288-IN-184-SA-1', '289-SA-0', '289-SA-1', '289-IN-186-SA-1', '290-SA-0', '290-SA-1', '290-IN-188-SA-1', '291-SA-0', '291-SA-1', '291-IN-190-SA-1', '292-SA-0', '292-SA-1', '292-IN-192-SA-1', '293-SA-0', '293-SA-1', '293-IN-194-SA-1', '294-SA-0', '294-SA-1', '294-IN-196-SA-1', '295-SA-0', '295-SA-1', '295-IN-198-SA-1', '296-SA-0', '296-SA-1', '296-IN-260-SA-0', '296-IN-264-SA-0', '296-IN-267-SA-0', '296-IN-270-SA-0', '296-IN-273-SA-0', '296-IN-276-SA-0', '296-IN-279-SA-0', '296-IN-282-SA-0', '296-IN-285-SA-0', '300-SA-1', '300-IN-263-SA-0', '301-SA-1', '301-IN-288-SA-0', '302-SA-1', '302-IN-289-SA-0', '303-SA-1', '303-IN-290-SA-0', '304-SA-1', '304-IN-291-SA-0', '305-SA-1', '305-IN-292-SA-0', '306-SA-1', '306-IN-293-SA-0', '307-SA-1', '307-IN-294-SA-0', '308-SA-1', '308-IN-295-SA-0', '309-IN-296-SA-0', '319-IN-296-SA-0', '329-SA-1', '329-IN-296-SA-0', '348-SA-0', '348-IN-300-SA-1', '349-SA-0', '349-SA-1', '349-IN-301-SA-1', '350-SA-0', '350-SA-1', '350-IN-302-SA-1', '351-SA-0', '351-SA-1', '351-IN-303-SA-1', '357-IN-349-SA-0', '357-IN-350-SA-0', '375-SA-1', '381-SA-0', '381-IN-17-SA-1', '386-SA-0', '386-SA-1', '386-IN-30-SA-1', '393-SA-0', '393-SA-1', '393-IN-43-SA-1', '399-SA-0', '399-SA-1', '399-IN-56-SA-1', '404-SA-0', '404-SA-1', '404-IN-69-SA-1', '407-SA-0', '407-SA-1', '407-IN-82-SA-1', '411-SA-0', '411-SA-1', '411-IN-95-SA-1', '414-SA-0', '414-SA-1', '414-IN-108-SA-1', '415-SA-0', '416-SA-0', '416-IN-381-SA-0', '416-IN-386-SA-0', '416-IN-393-SA-0', '416-IN-399-SA-0', '416-IN-404-SA-0', '416-IN-407-SA-0', '416-IN-411-SA-0', '416-IN-414-SA-0', '417-SA-1', '417-IN-393-SA-0', '418-SA-1', '418-IN-404-SA-0', '419-SA-1', '419-IN-407-SA-0', '420-SA-1', '420-IN-411-SA-0', '421-SA-1', '421-IN-416-SA-0', '422-SA-0', '422-IN-386-SA-0', '422-IN-417-SA-1', '425-SA-0', '425-SA-1', '425-IN-386-SA-0', '425-IN-418-SA-1', '425-IN-399-SA-0', '428-SA-0', '428-IN-399-SA-0', '432-IN-425-SA-0', '432-IN-429-SA-0'], ['1011001', '0011001', '1011001', '1011001', '1011001', '0011001', '0011001', '0011001', '1101001', '1101001', '1101001', '0101001', '0101001', '0101001', '1001001', '1001001', '1001001', '0000100', '0001101', '0001101', '0001101', '0000010', '0000100', '0000001', '1111001', '1111001', '1111001', '0111001', '0111001', '0111001', '1011001', '1001001', '1001001', '1001001', '0001001', '0001001', '0001001', '0000100', '0000010', '0000100', '0000010', '0000100', '0000010', '0000100', '0000010', '0000100', '0000010', '0000100', '0000100', '0000100', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000001', '0000010', '0000010', '0000110', '0000010', '0000010', '0000010', '0000010', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000010', '0000100', '0000010', '0000010', '0000010', '0000010', '0000010', '0000010', '0000010', '0000010', '0000010', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000010', '0000010', '0000010', '0000010', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '0000100', '1111000', '1111000', '1111000', '1111000', '0111000', '0111000', '0111000', '1011000', '1011000', '1011000', '0011000', '0011000', '0011000', '1101000', '1101000', '1101000', '0101000', '0101000', '0101000', '1001000', '1001000', '1001000', '0001000', '0001000', '0001000', '1111000', '0111000', '1011000', '0011000', '1101000', '0101000', '1001000', '0001000', '1010000', '1010000', '1100000', '1100000', '0100000', '0100000', '1000000', '1000000', '0001000', '0001000', '1010000', '0110000', '1010000', '1110000', '1010000', '0110000', '1100000', '0010000', '0100000', '0010000', '1000000', '1000000']]
